package_code,procedure_name,tier3_cost,tier2_cost,tier1_cost,category,private_tier1,private_tier2,private_tier3,private_metro
MP042,"Idiopathic
Thrombocytopenic
Purpura",0.0,0.0,0.0,MP,0,0,0,0
,,,,,,,,,
MP043,Kawasaki Disease,0.0,0.0,0.0,MP,0,0,0,0
MP044,"Steve Johnson
syndrome",0.0,0.0,0.0,MP,0,0,0,0
MP046,"Ketogenic diet
initiation in refractory
epilepsy",0.0,0.0,0.0,MP,0,0,0,0
MP047,Croup syndrome,0.0,0.0,0.0,MP,0,0,0,0
MP048,Hemostatic Disorders,0.0,0.0,0.0,MP,0,0,0,0
MP048,Hemostatic Disorders,0.0,0.0,0.0,MP,0,0,0,0
MP050,"NEPHROTIC
SYNDROME",0.0,0.0,0.0,MP,0,0,0,0
MP051,"Staphylococcal
scalded skin syndrome",0.0,0.0,0.0,MP,0,0,0,0
MG0115,"Inflammatory
Myopathy/
Myaesthenic Crisis",0.0,0.0,0.0,MG,0,0,0,0
MG0116,"Guillain Barre
syndrome",0.0,0.0,0.0,MG,0,0,0,0
MG0116,"Myasthenic crisis
(Plasmapheresis)",0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG0117,"Moyamoya
revascularization",0.0,0.0,0.0,MG,0,0,0,0
MG0118,"Evaluation of drug
resistant epilepsy-
Phase-1",0.0,0.0,0.0,MG,0,0,0,0
MG0119,Drug resistant epilepsy,0.0,0.0,0.0,MG,0,0,0,0
MG0120,"Medical/ neuro
rehablitation",25000.0,28800.0,28800.0,MG,92160,92160,80000,115200
MG0120,"Medical/ neuro
rehablitation",35000.0,40300.0,40300.0,MG,128960,128960,112000,161200
MG0120,"Medical/ neuro
rehablitation",15000.0,17300.0,17300.0,MG,55360,55360,48000,69200
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920,25920,22400,32400
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920,25920,22400,32400
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920,25920,22400,32400
MG0120,"Medical/ neuro
rehablitation",7000.0,8100.0,8100.0,MG,25920,25920,22400,32400
MG069,"Guillain Barre
syndrome",0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG001,Acute febrile illness,0.0,0.0,0.0,MG,0,0,0,0
MG002,Severe sepsis,0.0,0.0,0.0,MG,0,0,0,0
MG002,Severe sepsis,0.0,0.0,0.0,MG,0,0,0,0
MG003,Malaria,0.0,0.0,0.0,MG,0,0,0,0
MG003,Malaria,0.0,0.0,0.0,MG,0,0,0,0
MG004,Dengue fever,0.0,0.0,0.0,MG,0,0,0,0
MG004,Dengue fever,0.0,0.0,0.0,MG,0,0,0,0
MG004,Dengue fever,0.0,0.0,0.0,MG,0,0,0,0
MG005,Chikungunya fever,0.0,0.0,0.0,MG,0,0,0,0
MG006,Enteric fever,0.0,0.0,0.0,MG,0,0,0,0
MG007,HIV with complications,0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG008,Leptospirosis,0.0,0.0,0.0,MG,0,0,0,0
MG021,Urinary Tract Infection,0.0,0.0,0.0,MG,0,0,0,0
MG022,Viral Encephalitis,0.0,0.0,0.0,MG,0,0,0,0
MG023,Septic Arthritis,0.0,0.0,0.0,MG,0,0,0,0
MG024,"Skin and soft tissue
infections",0.0,0.0,0.0,MG,0,0,0,0
MG026,"Pyrexia of unknown
origin",0.0,0.0,0.0,MG,0,0,0,0
MG032,Vasculitis,0.0,0.0,0.0,MG,0,0,0,0
MG035,"Acute transverse
myelitis",0.0,0.0,0.0,MG,0,0,0,0
MG050,"Immune mediated
CNS disorders",0.0,0.0,0.0,MG,0,0,0,0
MG051,Hydrocephalus,0.0,0.0,0.0,MG,0,0,0,0
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0,0,0,0
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0,0,0,0
MG060,Electrolyte Imbalance,0.0,0.0,0.0,MG,0,0,0,0
MG061,"Hyperosmolar Non-
Ketotic coma",0.0,0.0,0.0,MG,0,0,0,0
MG062,"Accelerated
hypertension",0.0,0.0,0.0,MG,0,0,0,0
MG063,"Hypertensive
emergencies",0.0,0.0,0.0,MG,0,0,0,0
MG064,Severe anemia,0.0,0.0,0.0,MG,0,0,0,0
MG065,Sickle cell Anemia,0.0,0.0,0.0,MG,0,0,0,0
MG066,Anaphylaxis,0.0,0.0,0.0,MG,0,0,0,0
MG067,Heat stroke,0.0,0.0,0.0,MG,0,0,0,0
MG068,"Systematic lupus
erythematosus",0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG070,Snake bite,0.0,0.0,0.0,MG,0,0,0,0
MG071,Poisoning,0.0,0.0,0.0,MG,0,0,0,0
MG071,Poisoning,0.0,0.0,0.0,MG,0,0,0,0
MG073,Plasmapheresis,2000.0,2300.0,2300.0,MG,7360,7360,6400,9200
MG074,Blood transfusion,2000.0,2300.0,2300.0,MG,7360,7360,6400,9200
MG074,Blood transfusion,2000.0,2300.0,2300.0,MG,7360,7360,6400,9200
MG099,Platelet pheresis,11000.0,12700.0,12700.0,MG,40640,40640,35200,50800
MG031,Endocarditis,0.0,0.0,0.0,MG,0,0,0,0
MG031,Endocarditis,0.0,0.0,0.0,MG,0,0,0,0
MG036,Atrial Fibrillation,0.0,0.0,0.0,MG,0,0,0,0
MG038,"Congestive heart
failure",0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG075,"High end radiological
diagnostic
(CT, MRI, Imaging
including nuclear
imaging)",5000.0,5800.0,5800.0,MG,18560,18560,16000,23200
MG076,"High end
histopathology
(Biopsies) and
advanced serology
investigations",5000.0,5800.0,5800.0,MG,18560,18560,16000,23200
MG098,PET scan,0.0,0.0,0.0,MG,0,0,0,0
MG009,"Acute gastroenteritis
with dehydration",0.0,0.0,0.0,MG,0,0,0,0
MG009,"Acute gastroenteritis
with dehydration",0.0,0.0,0.0,MG,0,0,0,0
MG010,Diarrohea,0.0,0.0,0.0,MG,0,0,0,0
MG010,Diarrohea,0.0,0.0,0.0,MG,0,0,0,0
MG011,Dysentery,0.0,0.0,0.0,MG,0,0,0,0
MG012,Acute viral hepatitis,0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG013,Chronic Hepatitis,0.0,0.0,0.0,MG,0,0,0,0
MG014,Liver abscess,0.0,0.0,0.0,MG,0,0,0,0
MG015,Visceral leishmaniasis,0.0,0.0,0.0,MG,0,0,0,0
MG016,Pneumonia,0.0,0.0,0.0,MG,0,0,0,0
MG017,Severe pneumonia,0.0,0.0,0.0,MG,0,0,0,0
MG018,Empyema,0.0,0.0,0.0,MG,0,0,0,0
MG019,Lung abscess,0.0,0.0,0.0,MG,0,0,0,0
MG020,"Pericardial
tuberculosis",0.0,0.0,0.0,MG,0,0,0,0
MG020,Pleural tuberculosis,0.0,0.0,0.0,MG,0,0,0,0
MG025,"Recurrent vomiting
with dehydration",0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG027,Bronchiectasis,0.0,0.0,0.0,MG,0,0,0,0
MG028,Acute bronchitis,0.0,0.0,0.0,MG,0,0,0,0
MG030,"Acute excaberation of
Interstitial Lung
Disease",0.0,0.0,0.0,MG,0,0,0,0
MG033,Pancreatitis,0.0,0.0,0.0,MG,0,0,0,0
MG033,Pancreatitis,0.0,0.0,0.0,MG,0,0,0,0
MG034,Ascites,0.0,0.0,0.0,MG,0,0,0,0
MG039,Asthma,0.0,0.0,0.0,MG,0,0,0,0
MG039,Asthma,0.0,0.0,0.0,MG,0,0,0,0
MG040,Respiratory failure,0.0,0.0,0.0,MG,0,0,0,0
MG040,Respiratory failure,0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG040,Respiratory failure,0.0,0.0,0.0,MG,0,0,0,0
MG041,Upper GI bleeding,0.0,0.0,0.0,MG,0,0,0,0
MG041,Upper GI bleeding,0.0,0.0,0.0,MG,0,0,0,0
MG042,Lower GI hemorrhage,0.0,0.0,0.0,MG,0,0,0,0
MG043,Addison’s disease,0.0,0.0,0.0,MG,0,0,0,0
MG052,Myxedema coma,0.0,0.0,0.0,MG,0,0,0,0
MG053,Thyrotoxic crisis,0.0,0.0,0.0,MG,0,0,0,0
MG055,Pneumothorax,0.0,0.0,0.0,MG,0,0,0,0
MG056,"Neuromuscular
Disorders",0.0,0.0,0.0,MG,0,0,0,0
MG057,Hypoglycemia,0.0,0.0,0.0,MG,0,0,0,0
,,,,,,,,,
MG059,Diabetic ketoacidosis,0.0,0.0,0.0,MG,0,0,0,0
SE042,Optic neuritis,2100.0,2500.0,2700.0,SE,8640,8000,6720,10800
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",23100.0,26300.0,27300.0,MR,87360,84160,73920,109200
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",12100.0,13800.0,14300.0,MR,45760,44160,38720,57200
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",12100.0,13800.0,14300.0,MR,45760,44160,38720,57200
MR001,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",9900.0,11300.0,11700.0,MR,37440,36160,31680,46800
MR002,"2D External Beam
Radiotherapy -
Palliative (Telecobalt /
Strock LA)
(Upto 10 Fractions)
(Inclusive of
Simulation & Planning
Cost)",11000.0,12500.0,13000.0,MR,41600,40000,35200,52000
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",22000.0,25000.0,26000.0,MR,83200,80000,70400,104000
,,,,,,,,,
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",22000.0,25000.0,26000.0,MR,83200,80000,70400,104000
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",22000.0,25000.0,26000.0,MR,83200,80000,70400,104000
MR003,"2D External Beam
Radiotherapy
(Telecobalt / Strock
LA)
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",5500.0,6300.0,6500.0,MR,20800,20160,17600,26000
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",12100.0,13800.0,14300.0,MR,45760,44160,38720,57200
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",23100.0,26300.0,27300.0,MR,87360,84160,73920,109200
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",23100.0,26300.0,27300.0,MR,87360,84160,73920,109200
MR004,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",19800.0,22500.0,23400.0,MR,74880,72000,63360,93600
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",44000.0,50000.0,52000.0,MR,166400,160000,140800,208000
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",44000.0,50000.0,52000.0,MR,166400,160000,140800,208000
,,,,,,,,,
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",44000.0,50000.0,52000.0,MR,166400,160000,140800,208000
MR005,"Linear Accelerator,
External Beam
Radiotherapy 3D CRT
(25 Fractions)
(Inclusive of
Simulation & Planning
Cost)",11000.0,12500.0,13000.0,MR,41600,40000,35200,52000
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200,280000,246400,364000
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200,280000,246400,364000
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200,280000,246400,364000
MR006,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",33000.0,37500.0,39000.0,MR,124800,120000,105600,156000
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",46200.0,52500.0,54600.0,MR,174720,168000,147840,218400
,,,,,,,,,
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",46200.0,52500.0,54600.0,MR,174720,168000,147840,218400
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",46200.0,52500.0,54600.0,MR,174720,168000,147840,218400
MR007,"Linear Accelerator,
External Beam
Radiotherapy IMRT
(Intensity Modulated
Radiotherapy)
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",39600.0,45000.0,46800.0,MR,149760,144000,126720,187200
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",99000.0,112500.0,117000.0,MR,374400,360000,316800,468000
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",99000.0,112500.0,117000.0,MR,374400,360000,316800,468000
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",99000.0,112500.0,117000.0,MR,374400,360000,316800,468000
MR008,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(20 Fractions)
(Inclusive of
Simulation & Planning
Cost)",41300.0,46900.0,48800.0,MR,156160,150080,132160,195200
,,,,,,,,,
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",60500.0,68800.0,71500.0,MR,228800,220160,193600,286000
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",60500.0,68800.0,71500.0,MR,228800,220160,193600,286000
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",60500.0,68800.0,71500.0,MR,228800,220160,193600,286000
MR009,"Linear Accelerator
External Beam
Radiotherapy IGRT
(Image Guided
radiotherapy) with 3D
CRT or IMRT
(6 Fractions)
(Inclusive of
Simulation & Planning
Cost)",49500.0,56300.0,58500.0,MR,187200,180160,158400,234000
MR010,"SRT / SBRT with
IGRT
(Stereotacatic
radiotherapy)
(4 Fractions)
(Inclusive of
Simulation & Planning
Cost)",90200.0,102500.0,106600.0,MR,341120,328000,288640,426400
MR010,"SRT / SBRT with
IGRT
(Stereotacatic
radiotherapy)
(4 Fractions)
(Inclusive of
Simulation & Planning
Cost)",48400.0,55000.0,57200.0,MR,183040,176000,154880,228800
MR011,"SRS with IGRT
(Stereotacatic
radiotherapy)
(Inclusive of
Simulation & Planning
Cost)",77000.0,87500.0,91000.0,MR,291200,280000,246400,364000
,,,,,,,,,
MR012,"Respiratory Gating
along with Linear
Accelerator planning
(5 Fractions)
(Inclusive of
Simulation & Planning
Cost)",71500.0,81300.0,84500.0,MR,270400,260160,228800,338000
MR012,"Respiratory Gating
along with Linear
Accelerator planning
(5 Fractions)
(Inclusive of
Simulation & Planning
Cost)",38500.0,43800.0,45500.0,MR,145600,140160,123200,182000
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720,14080,12480,18400
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720,14080,12480,18400
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720,14080,12480,18400
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720,14080,12480,18400
MR013,"Brachytherapy High
Dose Radiation (2D/X-
ray)
(Maximum of 4
session)",3900.0,4400.0,4600.0,MR,14720,14080,12480,18400
MR014,"Brachytherapy High
Dose Radiation (5
doses)
(Inclusive of
Simulation, Planning
Cost, OT & other
charges )",46200.0,52500.0,54600.0,MR,174720,168000,147840,218400
MR014,"Brachytherapy High
Dose Radiation (5
doses)
(Inclusive of
Simulation, Planning
Cost, OT & other
charges )",46200.0,52500.0,54600.0,MR,174720,168000,147840,218400
MR014,"Brachytherapy High
Dose Radiation (5
doses)
(Inclusive of
Simulation, Planning
Cost, OT & other
charges )",20700.0,23500.0,24400.0,MR,78080,75200,66240,97600
MR015,iodine treatment 3 mCi,11400.0,12900.0,13400.0,MR,42880,41280,36480,53600
MR015,"iodine treatment 30
mCi",16900.0,19200.0,19900.0,MR,63680,61440,54080,79600
,,,,,,,,,
MR016,"Iodine treatment 50
mCi",18000.0,20400.0,21200.0,MR,67840,65280,57600,84800
MR017,"Iodine treatment 100
mCi",22400.0,25400.0,26400.0,MR,84480,81280,71680,105600
MR018,"Iodine treatment 150
mCi",30100.0,34200.0,35500.0,MR,113600,109440,96320,142000
MR019,"Iodine treatment 200
mCi",34500.0,39200.0,40700.0,MR,130240,125440,110400,162800
MR020,"Iodine treatment 250
mCi",40000.0,45400.0,47200.0,MR,151040,145280,128000,188800
MG098,PET scan,0.0,0.0,0.0,MG,0,0,0,0
SE040,"GA / EUA separate
add on package",3000.0,3600.0,3800.0,SE,12160,11520,9600,15200
OT001,Renal Transplant,281300.0,319500.0,337500.0,OT,1080000,1022400,900160,1350000
OT001,Renal Transplant,150000.0,213000.0,225000.0,OT,720000,681600,480000,900000
OT001,Renal Transplant,50000.0,56800.0,60000.0,OT,192000,181760,160000,240000
OT001,Renal Transplant,37500.0,42600.0,45000.0,OT,144000,136320,120000,180000
OT001,Renal Transplant,37500.0,42600.0,45000.0,OT,144000,136320,120000,180000
OT002,"Bone Marrow
Transplant
(Autologous)",125000.0,142000.0,150000.0,OT,480000,454400,400000,600000
OT002,"Bone Marrow
Transplant
(Autologous)",312500.0,355000.0,375000.0,OT,1200000,1136000,1000000,1500000
OT002,"Bone Marrow
Transplant
(Autologous)",62500.0,71000.0,75000.0,OT,240000,227200,200000,300000
MG072,"Haemodialysis /
Peritoneal Dialysis",1500.0,1800.0,1800.0,MG,5760,5760,4800,7200
MG072,"Haemodialysis /
Peritoneal Dialysis",1500.0,1800.0,1800.0,MG,5760,5760,4800,7200
,,,,,,,,,
SB001,"Fracture -
Conservative
Management -
Without plaster",2300.0,2600.0,2900.0,SB,9280,8320,7360,11600
SB002,Application of Traction,3500.0,4100.0,4400.0,SB,14080,13120,11200,17600
SB002,Application of Traction,900.0,1000.0,1100.0,SB,3520,3200,2880,4400
SB003,"Application of P.O.P.
casts",3000.0,3600.0,3800.0,SB,12160,11520,9600,15200
SB003,"Application of P.O.P.
casts",3000.0,3600.0,3800.0,SB,12160,11520,9600,15200
SB004,"Application of P.O.P.
Spikas & Jackets",3500.0,4100.0,4400.0,SB,14080,13120,11200,17600
SB004,"Application of P.O.P.
Spikas & Jackets",3500.0,4100.0,4400.0,SB,14080,13120,11200,17600
SB005,"External fixation of
Fracture",14000.0,16400.0,17500.0,SB,56000,52480,44800,70000
SB005,"External fixation of
Fracture",9500.0,11200.0,11900.0,SB,38080,35840,30400,47600
SB005,"External fixation of
Fracture",19200.0,22500.0,24000.0,SB,76800,72000,61440,96000
SB005,"External fixation of
Fracture",14000.0,16400.0,17500.0,SB,56000,52480,44800,70000
SB006,"Percutaneous -
Fixation of Fracture",3000.0,3600.0,3800.0,SB,12160,11520,9600,15200
SB007,"Elastic nailing for
fracture fixation",11000.0,12900.0,13800.0,SB,44160,41280,35200,55200
SB007,"Elastic nailing for
fracture fixation",19100.0,22400.0,23900.0,SB,76480,71680,61120,95600
SB007,"Elastic nailing for
fracture fixation",17300.0,20300.0,21700.0,SB,69440,64960,55360,86800
SB008,"Internal Fixation of
Small Bones",11300.0,13300.0,14200.0,SB,45440,42560,36160,56800
SB009,"Fracture - Long Bones
- Metaphyseal - ORIF",16400.0,19200.0,20500.0,SB,65600,61440,52480,82000
,,,,,,,,,
SB010,"Fixation of Diaphyseal
Fracture - Long Bone",20800.0,24400.0,26000.0,SB,83200,78080,66560,104000
SB010,"Fixation of Diaphyseal
Fracture - Long Bone",20800.0,24400.0,26000.0,SB,83200,78080,66560,104000
SB011,"Surgery for
Comminuted Fracture -
Olecranon of Ulna",11800.0,13900.0,14800.0,SB,47360,44480,37760,59200
SB012,Fracture Head radius,10000.0,11700.0,12500.0,SB,40000,37440,32000,50000
SB012,Fracture Head radius,9200.0,10800.0,11500.0,SB,36800,34560,29440,46000
SB013,"Fracture - Single Bone
- Forearm - ORIF -
Plating / Nailing",8900.0,10500.0,11200.0,SB,35840,33600,28480,44800
SB014,"Fracture - Both Bones -
Forearm - ORIF -
Plating / Nailing",16100.0,18900.0,20200.0,SB,64640,60480,51520,80800
SB015,"Fracture Condyle -
Humerus - ORIF",8500.0,10000.0,10700.0,SB,34240,32000,27200,42800
SB015,"Fracture Condyle -
Humerus - ORIF",8500.0,10000.0,10700.0,SB,34240,32000,27200,42800
SB016,"Fracture intercondylar
Humerus + olecranon
osteotomy",15100.0,17700.0,18900.0,SB,60480,56640,48320,75600
SB017,"Displaced Clavicle
Fracture",17000.0,19900.0,21300.0,SB,68160,63680,54400,85200
SB018,Fracture - Acetabulum,28000.0,32800.0,35000.0,SB,112000,104960,89600,140000
SB018,Fracture - Acetabulum,33500.0,39200.0,41900.0,SB,134080,125440,107200,167600
SB019,Fracture - Neck Femur,15500.0,18200.0,19400.0,SB,62080,58240,49600,77600
SB019,Fracture - Neck Femur,18400.0,21600.0,23000.0,SB,73600,69120,58880,92000
,,,,,,,,,
SB019,Fracture - Neck Femur,16100.0,18900.0,20200.0,SB,64640,60480,51520,80800
SB020,Ankle Fractures,15600.0,18300.0,19500.0,SB,62400,58560,49920,78000
SB021,"Cervical spine fixation
including odontoid",26700.0,30300.0,32000.0,SB,102400,96960,85440,128000
SB022,"Dorsal and lumber
spine fixation",50000.0,56800.0,60000.0,SB,192000,181760,160000,240000
SB022,"Dorsal and lumber
spine fixation",37500.0,42600.0,45000.0,SB,144000,136320,120000,180000
SB023,"Bone grafting for Non
union",18600.0,21800.0,23300.0,SB,74560,69760,59520,93200
SB024,"Arthorotomy of any
joint",14000.0,16400.0,17500.0,SB,56000,52480,44800,70000
SB025,Arthrolysis of joint,15000.0,17600.0,18800.0,SB,60160,56320,48000,75200
SB025,Arthrolysis of joint,15000.0,17600.0,18800.0,SB,60160,56320,48000,75200
SB025,Arthrolysis of joint,15000.0,17600.0,18800.0,SB,60160,56320,48000,75200
SB026,Arthrodesis,17100.0,20100.0,21400.0,SB,68480,64320,54720,85600
SB026,Arthrodesis,17100.0,20100.0,21400.0,SB,68480,64320,54720,85600
SB026,Arthrodesis,17100.0,20100.0,21400.0,SB,68480,64320,54720,85600
,,,,,,,,,
SB026,Arthrodesis,17100.0,20100.0,21400.0,SB,68480,64320,54720,85600
SB026,Arthrodesis,27000.0,31600.0,33800.0,SB,108160,101120,86400,135200
SB026,Arthrodesis,27000.0,31600.0,33800.0,SB,108160,101120,86400,135200
SB026,Arthrodesis,17400.0,20400.0,21800.0,SB,69760,65280,55680,87200
SB027,Disarticulation,31300.0,35500.0,37500.0,SB,120000,113600,100160,150000
SB027,Disarticulation,25000.0,29300.0,31300.0,SB,100160,93760,80000,125200
SB028,"Closed reduction of
joint dislocation",11400.0,13400.0,14300.0,SB,45760,42880,36480,57200
SB028,"Closed reduction of
joint dislocation",5500.0,6500.0,6900.0,SB,22080,20800,17600,27600
SB028,"Closed reduction of
joint dislocation",13200.0,15500.0,16500.0,SB,52800,49600,42240,66000
SB028,"Closed reduction of
joint dislocation",11400.0,13400.0,14300.0,SB,45760,42880,36480,57200
SB029,"Open Reduction of
Small Joint",8500.0,10000.0,10700.0,SB,34240,32000,27200,42800
SB030,Tension Band Wiring,13000.0,15300.0,16300.0,SB,52160,48960,41600,65200
SB031,Hemiarthroplasty,17400.0,20400.0,21800.0,SB,69760,65280,55680,87200
SB031,Hemiarthroplasty,17400.0,20400.0,21800.0,SB,69760,65280,55680,87200
SB031,Hemiarthroplasty,17400.0,20400.0,21800.0,SB,69760,65280,55680,87200
SB032,"AC Joint
reconstruction /
Stabilization",20500.0,24000.0,25700.0,SB,82240,76800,65600,102800
SB032,"AC Joint
reconstruction /
Stabilization",20500.0,24000.0,25700.0,SB,82240,76800,65600,102800
SB032,"AC Joint
reconstruction /
Stabilization",20500.0,24000.0,25700.0,SB,82240,76800,65600,102800
,,,,,,,,,
SB032,"AC Joint
reconstruction /
Stabilization",20500.0,24000.0,25700.0,SB,82240,76800,65600,102800
SB032,"AC Joint
reconstruction /
Stabilization",20500.0,24000.0,25700.0,SB,82240,76800,65600,102800
SB032,"AC Joint
reconstruction /
Stabilization",20500.0,24000.0,25700.0,SB,82240,76800,65600,102800
SB033,"Excision Arthoplasty of
Femur head",17500.0,20500.0,21900.0,SB,70080,65600,56000,87600
SB034,"Open Reduction of
CDH",20000.0,23400.0,25000.0,SB,80000,74880,64000,100000
SB035,Patellectomy,11000.0,12900.0,13800.0,SB,44160,41280,35200,55200
SB036,"Arthroscopic Meniscus
Repair /
Meniscectomy",12000.0,14100.0,15000.0,SB,48000,45120,38400,60000
SB037,Elbow replacement,27300.0,31900.0,34100.0,SB,109120,102080,87360,136400
SB038,Total Hip Replacement,61600.0,69900.0,73900.0,SB,236480,223680,197120,295600
SB038,Total Hip Replacement,46300.0,52600.0,55500.0,SB,177600,168320,148160,222000
SB038,Total Hip Replacement,63700.0,72300.0,76400.0,SB,244480,231360,203840,305600
SB038,Total Hip Replacement,78600.0,89200.0,94300.0,SB,301760,285440,251520,377200
SB039,"Total Knee
Replacement",36400.0,41300.0,43600.0,SB,139520,132160,116480,174400
SB039,"Total Knee
Replacement",44600.0,50600.0,53500.0,SB,171200,161920,142720,214000
,,,,,,,,,
SB040,"Bone Tumour Excision
(malignant) including
GCT + Joint
replacement
(depending upon type
of joint and implant)",81300.0,92300.0,97500.0,SB,312000,295360,260160,390000
SB041,"Bone Tumour Excision
+ reconstruction",37500.0,42600.0,45000.0,SB,144000,136320,120000,180000
