Specialty,"Specialty
Code
HBP 2022","Package
Code
HBP 2022","AB PMJAY Package
Name","Procedure code
HBP 2022",Procedure Name 2022,Tier3 (Z),Tier2 (Y),Tier1 (X),Implant mapped.,implant cost,"Stratification
remarks",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG039,Asthma,MG039B,Status asthmaticus,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG040,Respiratory failure,MG040A,Type 1 respiratory failure,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG040,Respiratory failure,MG040B,Type 2 respiratory failure,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG040,Respiratory failure,MG040C,"Due to any cause
(pneumonia, asthma,
COPD, ARDS, foreign
body, poisoning, head
injury etc.)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG041,Upper GI bleeding,MG041A,"Upper GI bleeding
(conservative)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG041,Upper GI bleeding,MG041B,"Upper GI bleeding
(endoscopic)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,G
astroenterology",MG,MG042,Lower GI hemorrhage,MG042A,Lower GI hemorrhage,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,E
ndocrinology",MG,MG043,Addison’s disease,MG043A,Addison’s disease,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
General
Surgery,Nephrol
ogy",MG,MG044,Renal colic,MG044A,Renal colic,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
General
Surgery,Nephrol
ogy",MG,MG045,AKI / Renal failure,MG045A,AKI / Renal failure,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,N
eurology",MG,MG047,"Pediatric seizure
disorders",MG047A,Status epilepticus,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management",MG,MG049,Acute ischemic stroke,MG049C,Acute ischemic stroke,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG049,"Acute hemorrhagic
stroke",MG049D,Acute hemorrhagic stroke,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG050,"Immune mediated
CNS disorders",MG050A,"Immune mediated CNS
disorders",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG051,Hydrocephalus,MG051A,Hydrocephalus,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,E
ndocrinology",MG,MG052,Myxedema coma,MG052A,Myxedema coma,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,E
ndocrinology",MG,MG053,Thyrotoxic crisis,MG053A,Thyrotoxic crisis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine",MG,MG054,Gout,MG054A,Gout,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,P
ulmonology",MG,MG055,Pneumothorax,MG055A,Pneumothorax,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,N
eurology",MG,MG056,"Neuromuscular
Disorders",MG056A,Neuromuscular Disorders,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,E
ndocrinology",MG,MG057,Hypoglycemia,MG057A,Hypoglycemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
General
Surgery,Endocri
nology",MG,MG058,Diabetic Foot,MG058A,"Diabetic Foot --
debridement",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,E
ndocrinology",MG,MG059,Diabetic ketoacidosis,MG059A,Diabetic ketoacidosis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG060,Electrolyte Imbalance,MG060A,Hypercalcemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG060,Electrolyte Imbalance,MG060B,Hypocalcemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG060,Electrolyte Imbalance,MG060C,Hyponatremia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG060,Electrolyte Imbalance,MG060D,Hypernatremia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine",MG,MG060,Electrolyte Imbalance,MG060E,Hyperkalaemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine",MG,MG060,Electrolyte Imbalance,MG060F,Hypokalaemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG061,"Hyperosmolar Non-
Ketotic coma",MG061A,"Hyperosmolar Non-Ketotic
coma",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG062,"Accelerated
hypertension",MG062A,Accelerated hypertension,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG063,"Hypertensive
emergencies",MG063A,"Hypertensive
emergencies",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG064,Severe anemia,MG064A,Severe anemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG065,Sickle cell Anemia,MG065A,Sickle cell Anemia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG066,Anaphylaxis,MG066A,Anaphylaxis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG067,Heat stroke,MG067A,Heat stroke,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG068,"Systematic lupus
erythematosus",MG068A,"Systematic lupus
erythematosus (SLE)/
Diffuse alveolar
hemmorhage associated
with SLE",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
neurology,
pediatric
medicine",MG,MG069,"Guillain Barre
syndrome",MG069A,"Guillain Barre syndrome
(IVIG)",0,0,0,NA,NA,"Routine Ward -
2300/day",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG070,Snake bite,MG070A,Snake bite,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG071,Poisoning,MG071A,"Acute organophosphorus
poisoning",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG071,Poisoning,MG071B,Other poisonings,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Nephrology",MG,MG072,"Haemodialysis /
Peritoneal Dialysis",MG072B,"Peritoneal
Dialysis(catheter review )",500,700,875,"Consumables -
1000",NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Nephrology,
Organ
transplantation",MG,MG072,"Haemodialysis /
Peritoneal Dialysis",MG072C,Acute Haemodialysis,1500,1800,1800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Nephrology,
Organ
transplantation",MG,MG072,"Haemodialysis /
Peritoneal Dialysis",MG072D,Chronic Haemodialysis,1500,1800,1800,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG073,Plasmapheresis,MG073A,Plasmapheresis,2000,2300,2300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG074,Blood transfusion,MG074A,Whole Blood transfusion,2000,2300,2300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG074,Blood transfusion,MG074B,"Blood component
including platelet
transfusion (RDP, PC,
SDP)",2000,2300,2300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MG,MG075,"High end radiological
diagnostic
(CT, MRI, Imaging
including nuclear
imaging)",MG075A,"High end radiological
diagnostic
(CT, MRI, Imaging
including nuclear imaging)",5000,5800,5800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology",MG,MG076,"High end
histopathology
(Biopsies) and
advanced serology
investigations",MG076A,"High end histopathology
(Biopsies) and advanced
serology investigations",5000,5800,5800,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine,Nephr
ology",MG,MG077,"Continuous renal
replacement
therapy/Continuous
veno-venous
hemofiltration",MG077A,"Continuous renal
replacement therapy in
AKI (initiation cost for
disposable)per day for
maximum of 5 in one
admission",33000,37500,45000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,Gastr
oenterology",MG,MG078,"Alcoholic Liver
Disease",MG078A,Alcoholic Liver Disease,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine",MG,MG079,"Peripheral Arterial
Thrombosis",MG079A,"Peripheral Arterial
Thrombosis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine",MG,MG081,"IHD / CAD /
Arrhythmia",MG081A,Arrhythmia,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine",MG,MG081,"IHD / CAD /
Arrhythmia",MG081B,CAD,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Interventional
radialogy,
General
Medicine/ Pain
specialists",MG,MG082,"Bone marrow
aspiration of biopsy",MG082A,"Bone marrow aspiration of
biopsy",1200,1600,1600,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Interventional
radialogy,
General
Medicine/ Pain
specialists",MG,MG083,Lumbar puncture,MG083A,Lumbar puncture,100,200,200,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Interventional
radialogy,
General
Medicine/ Pain
specialists",MG,MG084,Joint Aspiration,MG084A,Joint Aspiration,200,300,300,NA,NA,NA,,,,,,,,,,,,,,,,,,
"Interventional
radialogy,
General
Medicine",MG,MG085,"DVT Pneumatic
Compression
Stockings (Add on
package in ICU)",MG085A,"DVT Pneumatic
Compression Stockings
(Add on package in ICU)",900,1100,1200,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG086,Acute Ischemic Stoke,MG086A,Acute Ischemic Stoke,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG086,"Acute ischemic stroke-
intravenous
thrombolysis",MG086B,"Acute ischemic stroke-
intravenous thrombolysis -
Recombinant tissue
plasminogen activator",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG086,"Acute ischemic stroke-
Intravenous
thrombolysis",MG086C,"Acute ischemic stroke-
Intravenous thrombolysis-
Tenecteplase",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG087,"Venous sinus
thrombosis",MG087A,Venous sinus thrombosis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG088,Pyogenic Meningitis,MG088A,Pyogenic Meningitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG089,Fungal Meningitis,MG089A,Fungal Meningitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG090,"Autoimmune
encephalitis",MG090A,"Autoimmune encephalitis -
Plasmapheresis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG090,"Autoimmune
encephalitis (IVIG)",MG090B,"Autoimmune encephalitis -
Immunoglubulin (IVIG)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG090,"Acute transverse
myelitis/ Acute
demyelinating
encephalitis",MG090C,"Acute transverse myelitis/
Acute demyelinating
encephalitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG091,"Acute hemorrhagic
stroke- Hematoma
evacuation",MG091A,"Acute hemorrhagic stroke-
Hematoma evacuation",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG091,"Acute hemorrhagic
stroke- (Extra
ventricular drainage)",MG091B,"Acute hemorrhagic stroke-
Extra ventricular drainage",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG092,"Myasthenic crisis
(IVIG)",MG092B,"Myasthenic crisis -
Immunoglobulins (IVIG)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG093,"Myasthenic crisis
(Plasmapheresis)",MG093A,"Myasthenic crisis -
Plasmapheresis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,Neurol
ogy",MG,MG094,"Tuberculous
meningitis
(Hydrocephalus – VP
SHUNT/ EVD/Omaya)",MG094A,"Tuberculous meningitis
(Hydrocephalus – VP
SHUNT/ EVD/Omaya)",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
medicine,Gastr
oenterology",MG,MG095,Cholangitis,MG095A,Cholangitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pulmonology,
General surgery",MG,MG096,Intercostal drainage,MG096A,Intercostal drainage,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pulmonology",MG,MG096,"Fibreoptic
bronchoscopy (FOB)",MG096B,Bronchoscopy,0,0,0,NA,NA,"For foreign body
removal-2400&
Video Bronchoscopy
8500",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pulmonology
interventional",MG,MG097,"Endobronchial
Ultrasound (EBUS)",MG097A,"Endobronchial Ultrasound
guided fine needle biopsy",15700,18000,18000,NA,NA,NA,,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management,
Cardiology,
Oncology",MG,MG098,PET scan,MG098A,PET scan,0,0,0,NA,NA,"Whole body- 20500,
Brain-14650, Gallium
68 Peptide-15000,
Cardiac- 1500",,,,,,,,,,,,,,,,,,
"General
Medicine,
Pediatric
Medical
Management",MG,MG099,Platelet pheresis,MG099A,Platelet pheresis,11000,12700,12700,NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP001,"Pediatric seizure
disorders",MP001D,Acute non-febrile seizures,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP003,"ACUTE
ENCEPHALOPATHY",MP003A,"Acute Febrile
encephalopathy",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP003,"ACUTE
ENCEPHALOPATHY",MP003B,"Acute Disseminated
Encephalomyelitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP004,"ACUTE
ENCEPHALOPATHY",MP004A,"hypertensive/metabolic/fe
brile/hepatic
encephalopathy",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP005,"ACUTE INFECTIOUS
MENINGITIS AND
MENINGOENCEPHA
LITIS.",MP005A,"Acute meningo
encephalitis pyogenic",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP005,"ACUTE INFECTIOUS
MENINGITIS AND
MENINGOENCEPHA
LITIS.",MP005B,"Aseptic meningitis
tubercular,",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP005,"ACUTE INFECTIOUS
MENINGITIS AND
MENINGOENCEPHA
LITIS.",MP005D,"Hypertensive
encehalopathy viral,",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP005,"ACUTE INFECTIOUS
MENINGITIS AND
MENINGOENCEPHA
LITIS.",MP005G,"Brain
abscess/Intracranial
abscess/ Aseptic
meningitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP006,Meningitis,MP006B,"Partially treated pyogenic
meningitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP006,Meningitis,MP006C,Neuro tuberculosis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP006,Meningitis,MP006D,"Complicated bacterial
meningitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP006,Meningitis,MP006E,Acute meningitis,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP008,"Medical Management
for Raised intracranial
pressure",MP008A,"Raised ICP due to neuro
surgical procedures/due to
trauma/malignancies/
meningo-encephalitis",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP011,"INTRACRANIAL
SPACE OCCUPYING
LESIONS",MP011A,"neurocysticercosis, brain
tumours",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP015,Juvenile myasthenia,MP015A,"Juvenile myasthenia-
requiring admission for
work-up or in-patient care",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP018,"Acute childhood
asthma",MP018A,"Acute asthma/Status
asthmaticus",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP020,"Acute urticaria /
Anaphylaxis",MP020B,"Steven Johnson
syndrome",0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
"Pediatric
Medical
Management,
General
Medicine",MG,MP021,Acute abdomen,MP021A,Acute abdomen pain,0,0,0,NA,NA,"Routine Ward -
2300HDU - 3630
ICU (without
Ventilator) - 9350
ICU (with Ventilator) -
9900",,,,,,,,,,,,,,,,,,
